ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
MSFT,2021-01-26,amc,1.64,2.03,40189600000.0,43076000000.0,2021-01-26T16:30:00-05:00
MSFT,2021-04-27,amc,1.78,1.95,41032800000.0,41706000000.0,2021-04-27T16:30:00-04:00
MSFT,2021-07-27,amc,1.92,2.17,43962700000.0,46152000000.0,2021-07-27T16:30:00-04:00
MSFT,2021-10-26,amc,2.07,2.27,44002200000.0,45317000000.0,2021-10-26T16:30:00-04:00
MSFT,2022-01-25,amc,2.31,2.48,50738946323.0,51728000000.0,2022-01-25T16:30:00-05:00
MSFT,2022-04-26,amc,2.19,2.22,49022594536.0,49360000000.0,2022-04-26T16:30:00-04:00
MSFT,2022-07-26,amc,2.29,2.23,52384293387.0,51865000000.0,2022-07-26T16:30:00-04:00
MSFT,2022-10-25,amc,2.3,2.35,49609203885.0,50122000000.0,2022-10-25T16:30:00-04:00
MSFT,2023-01-24,amc,2.29,2.32,52986736747.0,52747000000.0,2023-01-24T16:30:00-05:00
MSFT,2023-04-25,amc,2.23,2.45,51017600000.0,52857000000.0,2023-04-25T16:30:00-04:00
MSFT,2023-07-25,amc,2.55,2.69,55470200000.0,56189000000.0,2023-07-25T16:30:00-04:00
MSFT,2023-10-24,amc,2.65,2.99,54489000000.0,56517000000.0,2023-10-24T16:30:00-04:00
MSFT,2024-01-30,amc,2.78,2.93,56239300000.0,62020000000.0,2024-01-30T16:30:00-05:00
MSFT,2024-04-25,amc,2.82,2.94,60861823613.0,61858000000.0,2024-04-25T16:30:00-04:00
MSFT,2024-07-30,amc,2.93,2.95,64382224966.0,64727000000.0,2024-07-30T16:30:00-04:00
MSFT,2024-10-30,amc,3.1,3.3,64562402034.0,65585000000.0,2024-10-30T16:30:00-04:00
MSFT,2025-01-29,amc,3.15,3.23,68865707131.0,69632000000.0,2025-01-29T16:30:00-05:00
MSFT,2025-04-30,amc,3.22,3.46,68439856878.0,70066000000.0,2025-04-30T16:30:00-04:00
MSFT,2025-07-30,amc,3.37,3.65,73926767276.0,76441000000.0,2025-07-30T16:30:00-04:00
MSFT,2025-10-29,amc,3.67,4.13,75494678452.0,77673000000.0,2025-10-29T16:30:00-04:00
