date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2021-02-28,ORCL,2021-02-27,9898287850,10259019357,10071723754,3508886486,5263329729,4386108107,2962652252,4443978378,3703315315,3835863063,5753794594,4794828828,1715099099,2572648648,2143873873,1.10987,1.1367,1.08502,12,11
2021-05-31,ORCL,2021-05-29,10825463609,11219984951,11015145310,3696732824,5545099236,4620916030,2994980152,4492470229,3743725190,2659273282,3988909923,3324091602,1571029007,2356543511,1963786259,1.30782,1.33944,1.27854,6,5
2021-08-31,ORCL,2021-08-29,9588589078,9938033976,9756598500,3236414117,4854621176,4045517646,2677091764,4015637647,3346364705,1919350588,2879025882,2399188235,1681091764,2521637647,2101364705,0.97256,0.99607,0.95079,10,15
2021-11-30,ORCL,2021-11-29,10028703476,10394187828,10204424498,-63329729,-42219819,-52774774,-899718918,-599812612,-749765765,-1361589189,-907726126,-1134657657,1654580180,2481870270,2068225225,1.11177,1.13865,1.08688,10,9
2022-02-28,ORCL,2022-02-27,10324759760,10701033537,10505668224,3570752542,5356128813,4463440677,3187159322,4780738983,3983949152,1933810169,2900715254,2417262711,1950488135,2925732203,2438110169,1.17835,1.20684,1.15197,6,9
2022-05-31,ORCL,2022-05-29,11409603111,11825412733,11609519992,3633347008,5450020512,4541683760,3170639316,4755958974,3963299145,2245928205,3368892307,2807410256,1831111111,2746666666,2288888888,1.37098,1.40412,1.34029,6,14
2022-08-31,ORCL,2022-08-29,11135042712,11540846301,11330148798,3560055528,5340083293,4450069410,2944800940,4417201411,3681001175,2111285646,3166928470,2639107058,1849200940,2773801411,2311501175,1.07483,1.10081,1.05077,6,9
2022-11-30,ORCL,2022-11-29,11753340944,12181677689,11959280734,-69662701,-46441800,-58052250,-989690808,-659793873,-824742341,-1497748107,-998498738,-1248123422,1820038198,2730057297,2275047747,1.17035,1.19864,1.14415,6,9
2023-02-28,ORCL,2023-02-27,12213867637,12658987737,12427876687,3927827796,5891741694,4909784745,3505875254,5258812881,4382344067,2127191185,3190786779,2658988982,2145536948,3218305423,2681921185,1.20249,1.23156,1.17557,13,9
2023-05-31,ORCL,2023-05-29,13501290866,13993329598,13737857899,3996681708,5995022563,4995852135,3487703247,5231554871,4359629059,2470521025,3705781537,3088151281,2014222222,3021333332,2517777777,1.58093,1.61915,1.54554,7,8
2023-08-31,ORCL,2023-08-29,12260455506,12707273447,12475280860,3916061080,5874091622,4895076351,3239281034,4858921552,4049101293,2322414210,3483621317,2903017763,2034121034,3051181552,2542651293,1.15036,1.17817,1.12461,7,8
2023-11-30,ORCL,2023-11-30,10173389600,15260084400,12716737000,-76628971,-51085980,-63857475,-1088659889,-725773260,-907216574,-1647522917,-1098348611,-1372935764,2002042016,3003063026,2502552521,1.22,1.46,0.98,15,15
2024-02-29,ORCL,2024-02-29,13136294844,13346555661,13286481142,4320610575,6480915863,5400763219,3856462779,5784694169,4820578474,2339910303,3509865456,2924887879,2360090642,3540135965,2950113303,1.37684,1.39694,1.35674,14,16
2024-05-31,ORCL,2024-05-30,14492194587,14682354599,14562253539,5707642328,5782535425,5735234522,4283491889,4339697929,4304199377,4788018421,4876145941,4817384521,2938765281,2977326427,2952972019,1.64866,1.66877,1.63861,15,18
2024-08-31,ORCL,2024-08-30,13123190863,13333402158,13233301542,5168470462,5251260606,5211836728,3878852252,3940984897,3911397924,3861744421,3920710381,3891227401,2661155110,2703782309,2683483643,1.3317,1.34179,1.32161,15,18
2024-11-30,ORCL,2024-11-30,14047807554,14317765421,14117796631,5532623822,5638944707,5560188496,4152143373,4231935452,4172830208,4214079181,4360412941,4331134501,2848651311,2903394076,2862843880,1.48225,1.49227,1.44219,17,20
2025-02-28,ORCL,2025-02-28,14315325372,14485507562,14375389675,5637983712,5705008693,5661639588,4231214241,4281515389,4248967588,4124636761,4478169541,4360325281,2902899277,2937409268,2915079274,1.49224,1.53257,1.41158,16,20
2025-05-31,ORCL,2025-05-30,15102160390,15924312997,15581749411,5947872792,6271671441,6136755337,4463780910,4706786481,4605534160,4662986041,5099299081,4799326561,3062455748,3229174013,3159708070,1.64248,1.74514,1.59582,18,19
2025-08-31,ORCL,2025-08-30,14989383584,15109619282,15039481792,5903456492,5950810421,5923187296,4430447205,4465985552,4445254850,4298349661,4357257181,4327803421,3039586571,3063968282,3049745618,1.48111,1.49119,1.47103,19,22
2025-11-30,ORCL,2025-11-30,16142604906,16303028309,16192737220,6357644075,6420825631,6377388311,4771307531,4818724252,4786125257,4733435461,4880412061,4792226101,3273439820,3305970899,3283605782,1.64005,1.67023,1.61993,20,23
